M,0,0,10
M,0,2,9
M,0,3,9
M,0,5,9
M,0,6,9
M,0,11,8
M,0,13,9
M,0,16,10
M,0,22,8
M,0,25,10
M,0,32,10
M,0,34,10
M,0,38,10
M,0,42,10
M,0,45,9
M,0,46,9
M,0,47,9
M,0,50,10
M,0,52,10
M,0,55,10
M,0,60,8
M,0,61,10
M,0,63,8
M,0,66,10
M,0,67,10
M,0,69,8
M,0,75,8
M,0,77,10
M,0,79,9
M,0,80,9
M,0,83,9
M,0,90,9
M,0,92,9
M,0,96,9
M,0,98,8
M,1,2,10
M,1,10,8
M,1,17,10
M,1,23,8
M,1,24,8
M,1,25,10
M,1,39,9
M,1,46,9
M,1,48,8
M,1,51,10
M,1,53,10
M,1,60,8
M,1,62,8
M,1,67,8
M,1,68,9
M,1,70,10
M,1,71,9
M,1,74,9
M,1,75,8
M,1,77,8
M,1,84,8
M,1,86,10
M,1,94,9
M,2,3,10
M,2,7,10
M,2,9,8
M,2,14,8
M,2,18,9
M,2,29,8
M,2,39,8
M,2,40,10
M,2,42,10
M,2,46,8
M,2,47,10
M,2,60,9
M,2,61,8
M,2,65,9
M,2,67,10
M,2,73,8
M,2,75,9
M,2,77,8
M,2,78,10
M,2,86,8
M,2,88,10
M,2,90,9
M,2,98,9
M,2,99,9
M,3,2,10
M,3,4,8
M,3,8,10
M,3,9,9
M,3,12,8
M,3,15,8
M,3,22,9
M,3,25,10
M,3,30,8
M,3,37,8
M,3,39,8
M,3,45,9
M,3,49,8
M,3,50,9
M,3,53,10
M,3,55,8
M,3,58,9
M,3,60,9
